,price,nav,date,isin
126746,4.566377381268936,4.567283462674586,2021-03-03,IE00B14X4S71
126790,4.5662734203581445,4.566152812159968,2021-03-04,IE00B14X4S71
126834,4.57944203741536,4.578328140019995,2021-03-05,IE00B14X4S71
126878,4.578415448679272,4.578507884834199,2021-03-08,IE00B14X4S71
126922,4.572543683160998,4.572677985537835,2021-03-09,IE00B14X4S71
126966,4.572905225400816,4.5721448020894355,2021-03-10,IE00B14X4S71
127010,4.5635145107192585,4.563770941557827,2021-03-11,IE00B14X4S71
127054,4.568143065151014,4.5687582445398105,2021-03-12,IE00B14X4S71
127098,4.569283907423682,4.571127245007069,2021-03-15,IE00B14X4S71
127142,4.569024739351738,4.569031996971851,2021-03-16,IE00B14X4S71
127186,4.570630499713347,4.569835193633936,2021-03-17,IE00B14X4S71
127230,4.5652852522891765,4.565926112561961,2021-03-18,IE00B14X4S71
127273,4.570682255529419,4.570657413072001,2021-03-19,IE00B14X4S71
127316,4.571406555835282,4.572049708504873,2021-03-22,IE00B14X4S71
127359,4.5774392122497805,4.57665753633805,2021-03-23,IE00B14X4S71
127402,4.581389657322688,4.581951711322309,2021-03-24,IE00B14X4S71
127445,4.581645640941134,4.582031540365385,2021-03-25,IE00B14X4S71
127488,4.5771307289568455,4.576857127485508,2021-03-26,IE00B14X4S71
127531,4.5774392122497805,4.578256233047042,2021-03-29,IE00B14X4S71
127574,4.581748016043599,4.582466394381515,2021-03-30,IE00B14X4S71
127617,4.577182149447922,4.576189266740001,2021-03-31,IE00B14X4S71
127660,4.5736795188967205,4.574353182543279,2021-04-01,IE00B14X4S71
127703,4.578107266438402,4.576894160636354,2021-04-07,IE00B14X4S71
127746,4.580570069119859,4.581376344382049,2021-04-08,IE00B14X4S71
127789,4.581440859288855,4.581077268544635,2021-04-09,IE00B14X4S71
127832,4.579595934868661,4.579776477687548,2021-04-12,IE00B14X4S71
127875,4.580467573347719,4.58101785242072,2021-04-13,IE00B14X4S71
127918,4.576410564316666,4.5775265985512625,2021-04-14,IE00B14X4S71
127961,4.577284982498556,4.576720298673056,2021-04-15,IE00B14X4S71
128004,4.574607880405451,4.574560451710876,2021-04-16,IE00B14X4S71
128047,4.562575788355671,4.562591440951524,2021-04-19,IE00B14X4S71
128090,4.566013470786897,4.565444465339988,2021-04-20,IE00B14X4S71
128133,4.566429357671661,4.566948973167894,2021-04-21,IE00B14X4S71
128176,4.573524708152545,4.573206754942669,2021-04-22,IE00B14X4S71
128219,4.572853584511548,4.573410132770335,2021-04-23,IE00B14X4S71
128262,4.569853840860524,4.569315003079104,2021-04-26,IE00B14X4S71
128305,4.567312543431851,4.567572155572773,2021-04-27,IE00B14X4S71
128348,4.567624069914121,4.568518649671803,2021-04-28,IE00B14X4S71
128391,4.565077092421647,4.56580858291029,2021-04-29,IE00B14X4S71
128434,4.5755353808584,4.57307871925771,2021-04-30,IE00B14X4S71
128477,4.568402461795877,4.568640010091133,2021-05-05,IE00B14X4S71
128520,4.57078575912626,4.570111758493006,2021-05-06,IE00B14X4S71
128563,4.563462382588301,4.563882458030854,2021-05-07,IE00B14X4S71
128606,4.552823705615882,4.55230934785608,2021-05-10,IE00B14X4S71
